0	0	0	30
1	0	0	20
2	2	0	40
3	1	1	50
4	0	1	50
5	3	1	50
6	2	1	30
7	3	1	20
8	2	1	50
9	0	0	30
10	2	0	20
11	3	1	40
12	2	1	20
13	2	0	20
14	0	1	30
15	1	1	30
16	0	0	20
17	3	1	30
18	0	0	30
19	0	0	50
20	3	0	30
21	2	1	20
22	2	0	20
23	2	1	50
24	2	0	50
25	3	0	50
26	1	1	40
27	3	0	40
28	0	1	50
29	0	0	30
30	3	0	30
31	3	0	30
32	2	1	50
33	1	0	50
34	1	0	20
35	3	0	30
36	3	0	40
37	2	1	30
38	2	1	30
39	2	0	50
40	3	1	30
41	3	1	40
42	3	1	50
43	0	0	20
44	2	1	20
45	2	1	20
46	0	1	30
47	3	0	40
48	3	0	20
49	0	0	20
50	2	1	40
51	0	0	50
52	0	0	20
53	3	0	30
54	2	1	20
55	1	0	40
56	1	1	30
57	2	0	30
58	2	1	40
59	1	1	50
60	3	0	30
61	2	1	30
62	2	1	40
63	1	1	50
64	1	0	30
65	1	0	30
66	0	1	30
67	3	0	20
68	0	0	50
69	1	1	40
70	1	1	40
71	1	0	40
72	3	1	30
73	2	1	40
74	3	0	20
75	0	0	20
76	2	1	50
77	3	0	20
78	2	0	50
79	0	0	40
80	3	0	20
81	1	0	40
82	0	1	40
83	3	1	40
84	0	1	50
85	1	0	50
86	2	1	50
87	3	0	20
88	2	1	50
89	0	1	50
90	0	0	40
91	1	0	40
92	3	1	20
93	3	0	50
94	2	1	50
95	1	0	30
96	0	1	30
97	1	0	40
98	1	0	40
99	3	1	30
100	0	1	40
101	1	1	20
102	0	1	40
103	1	1	30
104	2	1	20
105	2	0	20
106	1	0	30
107	3	0	20
108	0	0	50
109	2	1	50
110	3	1	30
111	1	0	20
112	2	0	40
113	0	0	30
114	3	0	30
115	2	0	30
116	3	0	20
117	2	1	30
118	2	1	50
119	1	0	50
120	1	1	40
121	1	1	20
122	1	1	40
123	2	0	30
124	1	0	50
125	2	0	30
126	3	1	30
127	3	1	40
128	0	1	30
129	0	0	40
130	3	1	20
131	0	0	30
132	1	1	20
133	2	1	40
134	3	1	50
135	2	1	40
136	0	1	40
137	0	0	50
138	0	1	50
139	3	1	50
140	1	0	20
141	1	0	40
142	2	0	30
143	1	0	40
144	0	0	50
145	2	1	50
146	0	1	30
147	2	1	20
148	0	1	40
149	2	0	40
150	0	0	20
151	1	0	50
152	1	1	20
153	1	0	40
154	3	1	20
155	2	1	50
156	0	1	20
157	2	0	40
158	3	0	20
159	0	1	30
160	3	1	40
161	1	1	30
162	1	0	20
163	3	1	40
164	2	0	50
165	2	0	40
166	0	0	50
167	0	0	50
168	1	1	30
169	2	1	30
170	1	0	50
171	3	0	50
172	3	0	30
173	2	0	30
174	3	0	50
175	1	0	20
176	3	1	50
177	0	1	50
178	2	1	30
179	2	0	30
180	1	1	50
181	2	1	30
182	0	1	40
183	2	0	40
184	0	0	30
185	1	0	20
186	2	1	30
187	2	0	50
188	3	1	30
189	3	0	50
190	1	1	40
191	1	0	30
192	3	1	20
193	3	0	40
194	3	1	20
195	3	1	20
196	2	0	20
197	0	0	40
198	1	1	50
199	3	0	40
200	2	1	40
201	3	1	30
202	3	1	40
203	1	0	30
204	3	1	30
205	2	0	30
206	0	0	40
207	1	1	20
208	1	1	40
209	2	0	50
210	1	0	50
211	1	0	30
212	0	1	40
213	1	1	20
214	1	0	20
215	2	0	30
216	3	0	30
217	2	0	40
218	1	0	40
219	3	0	40
220	0	0	30
221	0	1	50
222	2	1	20
223	3	1	30
224	0	1	30
225	2	1	50
226	2	0	40
227	1	1	30
228	3	0	50
229	3	0	30
230	2	1	30
231	1	1	30
232	3	1	20
233	1	1	30
234	2	0	50
235	0	0	50
236	1	1	20
237	0	1	20
238	0	1	30
239	1	0	30
240	3	1	50
241	3	0	50
242	1	1	40
243	2	0	20
244	1	1	30
245	1	0	20
246	3	0	40
247	2	0	20
248	3	1	20
249	2	1	30
250	1	1	30
251	0	1	40
252	3	0	20
253	1	0	30
254	2	1	30
255	1	0	50
