0	3	0	20
1	1	1	30
2	0	1	50
3	0	0	40
4	1	0	20
5	3	0	50
6	3	0	40
7	2	1	40
8	2	0	40
9	3	0	20
10	1	0	20
11	2	1	40
12	2	1	20
13	1	1	30
14	2	1	20
15	3	1	40
16	3	0	30
17	3	1	30
18	3	0	20
19	1	0	40
20	1	0	40
21	2	1	50
22	1	0	20
23	1	1	50
24	3	0	20
25	1	0	50
26	1	0	40
27	0	1	40
28	2	1	40
29	3	0	50
30	2	0	20
31	0	1	50
32	1	0	50
33	1	1	20
34	1	0	50
35	1	0	20
36	2	0	50
37	0	1	50
38	0	1	50
39	1	0	50
40	3	0	40
41	3	0	40
42	1	0	50
43	0	0	40
44	0	0	50
45	1	0	20
46	0	1	20
47	0	1	30
48	3	1	20
49	3	1	20
50	2	1	20
51	2	0	20
52	1	0	40
53	2	0	30
54	0	1	50
55	1	1	40
56	2	0	20
57	2	0	20
58	2	1	40
59	3	0	20
60	3	0	40
61	0	0	40
62	0	0	30
63	3	0	40
64	0	0	30
65	3	1	30
66	1	1	50
67	2	1	50
68	1	0	20
69	1	1	50
70	1	0	50
71	1	0	40
72	1	0	50
73	1	1	50
74	3	0	50
75	0	0	30
76	0	0	50
77	0	0	20
78	0	1	50
79	2	0	50
80	0	0	30
81	2	1	20
82	2	1	40
83	0	1	50
84	0	0	50
85	1	1	20
86	3	1	20
87	0	0	40
88	3	1	40
89	0	1	50
90	0	1	50
91	3	0	30
92	0	0	50
93	1	1	30
94	0	1	40
95	2	0	40
96	2	0	50
97	2	0	30
98	1	0	30
99	1	1	50
100	0	0	50
101	2	0	50
102	3	0	30
103	3	1	30
104	0	0	30
105	2	0	20
106	2	0	40
107	2	1	20
108	2	0	40
109	1	1	30
110	3	1	50
111	3	0	50
112	0	0	50
113	3	0	40
114	3	1	40
115	2	0	20
116	3	1	50
117	3	1	30
118	2	0	40
119	1	1	20
120	0	1	50
121	1	1	40
122	1	1	40
123	2	0	40
124	1	1	40
125	1	1	50
126	2	1	40
127	1	1	50
128	1	0	50
129	0	1	50
130	3	0	40
131	0	1	30
132	0	1	50
133	0	0	50
134	1	0	50
135	2	0	40
136	2	1	50
137	2	1	30
138	0	0	40
139	1	1	20
140	0	0	30
141	1	0	20
142	2	1	50
143	0	0	40
144	3	1	40
145	2	1	50
146	2	0	50
147	3	0	30
148	1	1	30
149	2	1	30
150	2	0	50
151	3	0	50
152	0	1	30
153	1	0	50
154	3	1	40
155	1	1	50
156	2	1	40
157	0	0	30
158	0	0	50
159	2	0	20
160	2	0	40
161	2	0	50
162	3	0	30
163	1	0	30
164	3	1	20
165	0	1	20
166	2	0	30
167	1	0	30
168	1	1	20
169	2	1	20
170	1	0	50
171	0	0	30
172	3	0	50
173	3	1	20
174	3	0	50
175	0	1	40
176	2	0	30
177	0	1	20
178	1	0	20
179	2	1	30
180	1	1	30
181	1	1	20
182	0	1	50
183	1	0	20
184	2	1	30
185	0	1	40
186	0	0	30
187	2	0	30
188	3	0	50
189	2	0	20
190	3	1	30
191	2	1	20
192	1	0	40
193	0	0	50
194	3	1	30
195	3	1	30
196	0	1	20
197	0	0	40
198	2	1	40
199	2	0	50
200	0	0	50
201	0	0	20
202	0	1	50
203	3	1	40
204	2	0	30
205	1	1	40
206	3	0	20
207	3	1	50
208	3	1	20
209	0	1	40
210	2	0	20
211	3	1	40
212	3	0	40
213	2	1	40
214	3	1	30
215	2	1	40
216	3	1	30
217	2	1	50
218	3	0	50
219	1	1	20
220	3	1	50
221	3	0	20
222	0	0	40
223	1	0	30
224	3	0	20
225	3	0	40
226	1	0	20
227	1	0	20
228	2	1	20
229	1	1	40
230	0	0	30
231	1	1	50
232	0	0	40
233	0	1	50
234	2	0	30
235	0	0	20
236	0	1	20
237	1	0	50
238	0	0	50
239	1	1	30
240	2	1	20
241	2	0	30
242	3	1	20
243	2	0	30
244	3	1	50
245	0	1	40
246	3	1	40
247	3	1	20
248	1	1	30
249	0	1	50
250	1	1	20
251	3	1	30
252	2	1	30
253	2	0	50
254	3	0	50
255	3	1	50
