0	2	0	50
1	2	1	30
2	2	0	50
3	1	0	20
4	2	1	20
5	1	1	50
6	1	0	30
7	1	1	50
8	0	1	50
9	3	0	30
10	1	1	30
11	0	1	20
12	1	0	30
13	1	0	20
14	3	1	20
15	3	0	30
16	3	1	20
17	2	1	30
18	3	1	20
19	1	1	20
20	2	1	40
21	0	1	50
22	1	0	30
23	0	1	40
24	3	1	20
25	1	1	20
26	2	1	30
27	1	1	50
28	2	1	30
29	2	0	20
30	3	1	20
31	3	1	50
32	0	0	30
33	0	1	50
34	1	0	40
35	0	0	20
36	2	0	40
37	0	1	40
38	0	0	20
39	3	0	50
40	0	0	30
41	0	1	50
42	3	1	50
43	3	0	30
44	1	1	50
45	1	0	50
46	0	0	40
47	2	1	40
48	3	1	30
49	0	0	40
50	0	0	30
51	3	1	50
52	0	0	50
53	1	0	30
54	1	0	50
55	2	1	40
56	2	0	30
57	3	0	20
58	3	1	30
59	3	1	30
60	1	0	20
61	2	1	30
62	0	1	50
63	2	0	20
64	0	0	30
65	2	1	20
66	1	0	50
67	2	0	50
68	2	0	20
69	3	1	40
70	2	0	40
71	2	1	20
72	1	0	20
73	3	0	40
74	3	1	20
75	2	1	20
76	0	0	50
77	3	0	40
78	3	1	50
79	0	1	40
80	2	1	20
81	3	1	50
82	0	0	30
83	3	0	50
84	0	1	40
85	2	1	20
86	3	0	20
87	2	0	20
88	0	0	20
89	0	0	40
90	2	0	30
91	3	1	20
92	2	1	30
93	2	0	40
94	0	0	40
95	3	0	30
96	0	0	20
97	1	0	40
98	2	0	20
99	2	1	30
100	2	0	40
101	3	0	50
102	2	1	30
103	3	0	40
104	3	1	50
105	3	1	30
106	0	0	30
107	3	0	50
108	3	0	20
109	0	1	40
110	0	1	50
111	0	1	40
112	2	1	30
113	3	1	30
114	0	0	20
115	3	0	40
116	1	0	20
117	2	1	50
118	0	0	30
119	1	1	20
120	3	1	20
121	2	0	20
122	2	1	30
123	2	0	20
124	0	1	50
125	3	0	20
126	0	0	30
127	0	0	30
128	3	0	40
129	1	1	50
130	1	1	30
131	3	1	50
132	2	1	20
133	3	1	20
134	3	0	40
135	2	0	40
136	3	1	30
137	1	0	50
138	0	1	50
139	2	1	30
140	3	1	30
141	1	1	30
142	1	0	50
143	2	1	30
144	0	1	50
145	2	0	40
146	0	0	50
147	2	1	20
148	2	0	50
149	1	0	30
150	3	0	30
151	1	1	50
152	1	0	20
153	2	0	20
154	1	0	20
155	2	1	30
156	0	0	50
157	1	0	30
158	2	0	30
159	2	1	40
160	0	0	40
161	0	0	20
162	3	1	40
163	3	0	30
164	1	1	50
165	0	1	50
166	1	0	50
167	2	1	30
168	3	1	20
169	0	0	30
170	0	0	20
171	3	1	20
172	0	1	50
173	3	1	40
174	2	0	40
175	3	1	20
176	3	1	20
177	1	1	20
178	1	1	20
179	0	0	30
180	1	1	40
181	1	0	50
182	0	1	50
183	3	0	50
184	2	1	40
185	3	0	40
186	2	0	40
187	3	0	30
188	3	0	40
189	0	0	50
190	1	1	30
191	3	0	20
192	3	0	20
193	2	1	50
194	1	1	40
195	0	0	20
196	1	1	20
197	1	0	40
198	0	0	30
199	1	1	50
200	0	0	30
201	3	0	50
202	2	0	30
203	3	1	20
204	1	1	50
205	2	0	40
206	2	0	20
207	0	1	30
208	0	0	30
209	3	1	20
210	0	0	20
211	0	1	50
212	2	1	20
213	2	0	20
214	3	0	50
215	0	1	20
216	2	0	30
217	3	1	30
218	1	0	50
219	2	1	50
220	1	0	20
221	0	0	30
222	3	0	20
223	2	1	30
224	3	1	50
225	0	0	40
226	0	1	30
227	0	0	20
228	0	1	50
229	0	1	50
230	2	1	50
231	0	0	50
232	3	0	50
233	3	1	30
234	3	1	20
235	0	0	40
236	0	1	30
237	3	1	50
238	2	0	50
239	0	1	40
240	2	0	30
241	1	1	30
242	1	1	30
243	0	1	50
244	0	1	50
245	1	0	50
246	3	1	30
247	1	0	20
248	1	1	20
249	1	0	30
250	0	1	20
251	1	0	20
252	2	0	20
253	2	0	40
254	1	0	30
255	3	0	40
