512	0	0	40
513	2	0	20
514	1	0	40
515	1	1	30
516	0	1	50
517	0	0	20
518	0	0	30
519	0	0	30
520	0	1	20
521	1	0	30
522	2	1	30
523	1	0	40
524	2	1	40
525	2	0	50
526	1	0	20
527	1	1	30
528	1	0	20
529	2	0	20
530	0	0	40
531	1	1	50
532	1	1	50
533	0	0	30
534	1	0	30
535	2	1	40
536	1	0	50
537	1	1	50
538	2	1	20
539	1	0	40
540	0	0	50
541	1	0	30
542	2	0	20
543	2	0	40
544	1	0	40
545	2	0	20
546	2	0	50
547	2	0	30
548	1	1	50
549	2	1	30
550	1	0	30
551	2	1	20
552	1	0	30
553	2	0	20
554	1	0	50
555	0	0	30
556	2	0	30
557	1	0	50
558	2	1	30
559	2	0	20
560	2	1	50
561	0	0	20
562	1	0	50
563	1	0	30
564	1	1	20
565	1	1	40
566	2	1	30
567	2	1	20
